,title,run_t
1132,Trapped in Paradise,111
1133,Halloween at Aunt Ethel's,80
1134,Yu-Gi-Oh!: The Movie - Pyramid of Light,
1135,Synchronicity,101
1136,Retroactive,91
1137,Broken Star,90
1138,Mysterious Island,91
1139,Friends Effing Friends Effing Friends,77
1140,SAGA: Curse of the Shadow,
1141,K-11,88
1142,The Ambushers,102
1143,Don't Come Back from the Moon,82
1144,Apartment 407,102
1145,Mrs. Soffel,110
1146,The Last Valley,125
1147,Shrink,104
1148,Times Square,111
1149,The Black Prince,118
1150,The Last of the Mohicans,91
1151,The Dirt Bike Kid,
1152,Roman Scandals,92
1153,Dirty Deeds,87
1154,Ghost Chase,112
1155,House of the Rising Sun,
1156,The Ghost of Frankenstein,67
1157,A Child Is Waiting,102
1158,Book of Love,
1159,Manny & Lo,88
1160,The Kennel Murder Case,73
1161,Exeter,91
1162,American Son,90
1163,"Pussycat, Pussycat, I Love You",
1164,The Mountain Minor,87
1165,Unexpected,90
1166,Lady Beware,
1167,The Man Who Loved Women,110
1168,The Amazing Colossal Man,80
1169,Night Terrors,98
1170,MVP: Most Valuable Primate,93
1171,Straight Talk,91
1172,Man Hunt,105
1173,A Question of Faith,104
1174,September 11,134
1175,Catacombs,92
1176,Where the Red Fern Grows,
1177,River of Grass,76
1178,The Ugly American,120
1179,Circumstance,107
1180,Slow Burn,93
1181,Petticoat Planet,78
1182,Guns for Hire,83
1183,What Ever Happened to Aunt Alice?,101
1184,Hot to Trot,
1185,Buddy,84
1186,Bogus,110
1187,Twenty Bucks,91
1188,Not Cool,93
1189,Speechless,99
1190,Mata Hari,108
1191,Matilda,105
1192,Bizarre,98
1193,"Daddy, Darling",83
1194,Russ Meyer's Lorna,78
1195,Hard Cash,94
1196,Motherhood,90
1197,Mercy,79
1198,"Cornbread, Earl and Me",95
1199,Christmas Eve,95
1200,The Reef,
1201,Nesting Dolls,103
1202,Everything Before Us,99
1203,Savage Island,79
1204,I'll Do Anything,115
1205,Night and Day,128
1206,Virgin Hunters 2,84
1207,Chimera Strain,80
1208,All Hallows' Eve 2,91
1209,Landline,97
1210,Solo,94
1211,Firelight,140
1212,The Furies,109
1213,Funny Story,84
1214,The Ten Commandments,136
1215,The Fits,72
1216,Storyville,113
1217,She Wants Me,
1218,Basket Case 2,90
1219,Elvis Has Left the Building,90
1220,Waco,85
1221,Frances Ferguson,74
1222,Ghost in the Shell: The New Movie,100
1223,Bloody Mary,
1224,Coffee Shop,88
1225,The Timber,81
1226,Entertainment,103
1227,"I Love You, Alice B. Toklas!",92
1228,Bachelors,86
1229,The Desert Fox: The Story of Rommel,88
1230,Curse II: The Bite,
1231,Summer Camp Nightmare,89
1232,Flight of the Living Dead,89
1233,Nightwing,105
1234,Reaper,90
1235,Listen to Me,107
1236,Antibirth,94
1237,Mala Noche,78
1238,Justice League 2: The Shattered Paragon,51
1239,The Departure,70
1240,Amateur,105
1241,The Night Crew,89
1242,The Sundowners,83
1243,The 4th Floor,90
1244,American Guinea Pig: Bouquet of Guts and Gore,
1245,Adrenochrome,85
1246,The Wind,79
1247,The Unknown,63
1248,Eroddity(s),70
1249,Physical Evidence,99
1250,Kids in America,91
1251,Carrie,118
1252,All I Want for Christmas,92
1253,Her Composition,93
1254,The Keys of the Kingdom,137
1255,See You in the Morning,119
1256,Lone Star State of Mind,88
1257,Negative,99
1258,Loosies,
1259,One More Time,98
1260,Deceived,92
1261,Left Behind: Vanished - Next Generation,88
1262,Trick Baby,89
1263,Black Caesar,87
1264,The Crew,88
1265,To Write Love on Her Arms,102
1266,The I Inside,
1267,Duke,
1268,Marriage Killer,90
1269,The Night of the Grizzly,102
1270,Spheres,45
1271,Alice Adams,99
1272,Jersey Girl,
1273,The Private Life of a Modern Woman,71
1274,Unidentified Flying Oddball,93
1275,Battlecreek,97
1276,Sadie McKee,93
1277,Kiss Me Goodbye,101
1278,The Nothing,79
1279,House,88
1280,F*ckload of Scotch Tape,94
1281,The Naughty Stewardesses,
1282,Flight 666,89
1283,The Hottest State,117
1284,Waking Madison,89
1285,"Cherry, Harry & Raquel!",71
1286,How to Make Love to a Woman,91
1287,Beautiful Joe,98
1288,Abelar: Tales of an Ancient Empire,86
1289,Dr. Jekyll and Mr. Hyde,69
1290,Twogether,120
1291,Moontrap: Target Earth,85
1292,Scared Stiff,83
1293,Disorganized Crime,98
1294,They Call Me Bruce,87
1295,One Magic Christmas,89
1296,The Rounders,85
1297,Equalizer 2000,85
1298,The Grissom Gang,128
1299,Anamorph,107
1300,Tomboys,79
1301,The Devil Is a Woman,79
1302,Keeping Up with the Steins,90
1303,The Bugs Bunny/Road-Runner Movie,98
1304,The Flim-Flam Man,104
1305,Foreign Exchange,85
1306,Touched,
1307,Swashbuckler,101
1308,Moonlight and Valentino,105
1309,The Atticus Institute,83
1310,Disco 9000,101
1311,August,99
1312,Time Chasers,89
1313,The Unholy,102
1314,Beach Massacre at Kill Devil Hills,99
1315,Star Trek: Captain Pike,45
1316,Darling Companion,
1317,Lost Command,129
1318,The Whisperer in Darkness,103
1319,The Egg and I,108
1320,Josie & Jack,
1321,Pandemonium,82
1322,Almost Mercy,85
1323,Best of the Best 3: No Turning Back,90
1324,Alexander the Great,136
1325,The First Grader,103
1326,Underneath the Same Moon,125
1327,Epiphany,85
1328,Ooga Booga,87
1329,The Journey Is the Destination,123
1330,Vellai Pookal,122
1331,Benched,110
1332,Accomplice,68
1333,Caught,110
1334,It's My Party,110
1335,Phat Girlz,
1336,Who Wants Me Dead?,
1337,Cyrano de Bergerac,113
1338,Final Chapter: Walking Tall,112
1339,Cowboy,92
1340,The Actress,90
1341,Time Walker,83
1342,The Second Jungle Book: Mowgli & Baloo,88
1343,Sympathy for Delicious,96
1344,Phantom Love,84
1345,Nashville Girl,91
1346,Affluenza,85
1347,Lost in the White City,91
1348,The Fast and the Furious,73
1349,Smart People,95
1350,Beyond Paradise,101
1351,Life Is Hot in Cracktown,
1352,Heavenly Deposit,102
1353,Dinner Rush,99
1354,Gigantic,98
1355,The Undead,71
1356,Atlantis: The Lost Continent,90
1357,All Square,93
1358,Skinner,88
1359,The Champ,86
1360,Pernicious,90
1361,Our Town,90
1362,The Girl on the Train,80
1363,The Daydreamer,101
1364,Deep Space,90
1365,Rancho Deluxe,93
1366,Assignment in Brittany,96
1367,Petey Wheatstraw,94
1368,Big Bad Wolf,95
1369,Night Crossing,107
1370,Campus Code,110
1371,No Name on the Bullet,77
1372,Sex & the Other Man,89
1373,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,80
1374,The Family Tree,87
1375,Love Crimes,90
1376,Droid Gunner,90
1377,All the Sins of Sodom,88
1378,Return to Macon County,90
1379,Star in the Dust,80
1380,Take a Hard Ride,103
1381,Levity,100
1382,Surrender,105
1383,Broken Horses,101
1384,FleshEater,88
1385,Mr. Sardonicus,89
1386,Random Tropical Paradise,101
1387,Mother's Little Helpers,99
1388,The Horror of Party Beach,78
1389,Ryde,84
1390,Star Slammer,86
1391,The Bribe,98
1392,Dark Matter,88
1393,Mountaintop Motel Massacre,95
1394,All Relative,85
1395,Where Were You When the Lights Went Out?,89
1396,Z.P.G.,97
1397,So This Is Love,101
1398,To the Night,102
1399,The Last Resort,75
1400,The Young Savages,103
1401,Arabian Nights,86
1402,Jerusalem Countdown,85
1403,My 5 Wives,100
1404,Unstrung Heroes,93
1405,Beast No More,
1406,Valley of the Wolves: Iraq,122
1407,Uncertainty,101
1408,Dead Don't Die in Dallas,91
1409,The Price of Desire,102
1410,The League of Gentlemen's Apocalypse,91
1411,Caught,88
1412,Soldier in the Rain,88
1413,Our Hospitality,65
1414,By Light of Desert Night,94
1415,Cruel World,88
1416,My Girlfriend's Boyfriend,84
1417,Sunday in New York,105
1418,The Power of Few,96
1419,The Ever After,87
1420,Desolation,78
1421,Hell's Island,84
1422,Aces: Iron Eagle III,98
1423,Jessi's Girls,80
1424,Alone with Her,78
1425,The Lodge,
1426,Sing,98
1427,Skin: The Movie,51
1428,Blue Dream,90
1429,Boggy Creek,87
1430,The Big Empty,
1431,Fear Clinic,95
1432,Sixteen,96
1433,RoboCop 4,90
1434,The Black Whip,81
1435,One Touch of Venus,82
1436,Love at Stake,86
1437,Tiger Eyes,92
1438,ClownTown,86
1439,The Counterfeit Traitor,140
1440,Sugar,114
1441,Worst Friends,75
1442,Casual Encounters,82
1443,Trace,90
1444,Indestructible Man,72
1445,Tyler Perry's: Madea on the Run,134
1446,The Wild Party,95
1447,The Madness Within,
1448,Evil Things,
1449,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,82
1450,There's Always Vanilla,93
1451,Lost in Yonkers,114
1452,El Coyote,
1453,A Man Called Peter,119
1454,Hour of Lead,95
1455,Black November,95
1456,Feds,82
1457,Born to Win,88
1458,Too Many Girls,85
1459,The Answer,83
1460,The Godson,92
1461,Teresa,102
1462,Kate's Addiction,90
1463,Mayday,76
1464,The First Nudie Musical,97
1465,House Broken,84
1466,Ernest Goes to School,89
1467,Once Upon a Honeymoon,117
1468,Roadie,106
1469,Dreaming of Joseph Lees,92
1470,Bunnyman,
1471,The Wheeler Dealers,107
1472,My Sexiest Year,93
1473,Elsewhere,106
1474,Brass Target,111
1475,Orphan Horse,101
1476,Endless Bummer,87
1477,Everlasting,85
1478,Aloha Bobby and Rose,88
1479,Big Sky,90
1480,My Blue Heaven,96
1481,Bombshell,96
1482,If You Don't Stop It... You'll Go Blind!!!,
1483,Chosen Survivors,
1484,Dr. Goldfoot and the Bikini Machine,88
1485,Nightworld: Door of Hell,92
1486,Fatal Pursuit,103
1487,The Haunting of Whaley House,89
1488,For Lovers Only,87
1489,KILD TV,87
1490,The Least of These: The Graham Staines Story,112
1491,Sunset Park,99
1492,The Retrieval,92
1493,Normal Adolescent Behavior,93
1494,Heart of Midnight,93
1495,Strike Up the Band,120
1496,Alex & the Gypsy,100
1497,Flamingo Road,94
1498,Madam Satan,116
1499,Future Force,84
1500,Sins of the Night,90
1501,Penance,
1502,Freeloaders,77
1503,Green Fire,100
1504,Southie,95
1505,The Working Girls,
1506,The Secrets of Emily Blair,95
1507,Billboard,
1508,Meet the Hollowheads,86
1509,Cloak and Dagger,106
1510,The Brotherhood,96
1511,Man on a Tightrope,105
1512,They Die by Dawn,51
1513,Mudhoney,
1514,Partners,93
1515,A Woman of Paris: A Drama of Fate,82
1516,Lonesome Jim,
1517,Devil's Mile,88
1518,A Stand Up Guy,90
1519,Angel of H.E.A.T.,93
1520,Recovery,82
1521,The House of the Seven Gables,89
1522,In This Gray Place,101
1523,Calendar Girl,90
1524,Ripe,92
1525,The Pirates Who Don't Do Anything: A VeggieTales Movie,
1526,Variant,91
1527,Race the Sun,100
1528,Jekyll and Hyde... Together Again,87
1529,My Daughter Vanished,
1530,Hollywood High,81
1531,Dragonfight,
1532,Serpent's Lair,90
1533,Five Dances,83
1534,Necromancer,88
1535,SafeWord,79
1536,The Boatniks,99
1537,Lake Fear 2: The Swamp,80
1538,Just Add Water,
1539,Unfaithfully Yours,105
1540,Merrill's Marauders,98
1541,Enter The Wild,96
1542,David & Fatima,120
1543,Kiss & Tell,96
1544,The Gallant Hours,115
1545,Rio Conchos,107
1546,Short Time,97
1547,The Inkwell,110
1548,Brother Tied,
1549,Limelight,90
1550,Dark Roads 79,80
1551,The Van,92
1552,The Virginian,91
1553,Bloodbrothers,116
1554,Point of Terror,
1555,Parrish,138
1556,Beneath the Blue Suburban Skies,95
1557,The Stickup,
1558,One of Our Dinosaurs Is Missing,100
1559,Streets of Vengeance,101
1560,The Thompsons,82
1561,37,85
1562,One Must Fall,96
1563,Undertow,71
1564,Hell of a Night,84
1565,Nowhere to Go,89
1566,Pathfinders: In the Company of Strangers,100
1567,The Severed Arm,89
1568,Meet Me in Montenegro,90
1569,Gay Purr-ee,85
1570,Mako: The Jaws of Death,91
1571,Black Water Transit,
1572,The Lurker,80
1573,The Seven Minutes,115
1574,River of Fundament,319
1575,Diverge,85
1576,In Old Oklahoma,102
1577,Forbidden Games,89
1578,Mindwarp,91
1579,The File on Thelma Jordon,100
1580,Leaving Normal,110
1581,Rumpelstiltskin,84
1582,Winterhawk,98
1583,Angel Blade,
1584,Salsa,98
1585,Foxfire,92
1586,The King of Kings,112
1587,Furthest Witness,87
1588,Groove,86
1589,Her Minor Thing,91
1590,I Passed for White,
1591,Static,83
1592,Trouble Is My Business,116
1593,Popstar,94
1594,Geronimo,101
1595,Eve and the Handyman,65
1596,Moonrunners,110
1597,Flight World War II,85
1598,Desert Blue,90
1599,Second Sight,83
1600,Opposing Force,100
1601,The Burglar,90
1602,Louder Than Words,95
1603,Rich Kids,96
1604,$5 a Day,90
1605,Crazy Joe,100
1606,A Little Night Music,124
1607,Me and Will,101
1608,Over the Brooklyn Bridge,108
1609,Julie,99
1610,Billy Rose's Jumbo,123
1611,River,89
1612,Dogtown,99
1613,The Last International Playboy,
1614,The Pool Boys,107
1615,Sorceress II: The Temptress,
1616,Ghost Writer,
1617,Swing State,95
1618,A Man Called Jon,89
1619,The Perfect Holiday,
1620,Saints and Soldiers: Airborne Creed,94
1621,The Pink Jungle,104
1622,The Astounding She-Monster,62
1623,The Don Is Dead,
1624,The Wall of Mexico,
1625,Vanilla,87
1626,A Man Could Get Killed,97
1627,Fatal Getaway,90
1628,The Hammer,
1629,Comrade X,91
1630,Cynthia,89
1631,Scalawag,92
1632,Larry the Cable Guy: Health Inspector,89
1633,Auggie,81
1634,Gentlemen Marry Brunettes,99
1635,Passed Away,96
1636,The Pill,
1637,Lulu on the Bridge,103
1638,Bending All the Rules,93
1639,The Wrong Nanny,90
1640,Janie Jones,
1641,The Space Between,90
1642,The Man from Planet X,71
1643,The Raven,61
1644,Memoria,70
1645,What We Do Is Secret,
1646,The Devil's Men,88
1647,For Me and My Gal,104
1648,Rice Girl,95
1649,Drowning,82
1650,Shaft's Big Score!,104
1651,Pokémon the Movie: Destiny Deoxys,98
1652,Come Fly with Me,109
1653,Down the Shore,93
1654,Ten Minutes Older: The Trumpet,92
1655,Uncaged,78
1656,The Crawling Hand,89
1657,Ride,90
1658,Go Tell It on the Mountain,96
1659,Can I Do It 'Till I Need Glasses?,73
1660,The Guest House,96
1661,Sorority Party Massacre,103
1662,A Christmas Carol,75
1663,Lady of Burlesque,91
1664,Western Union,95
1665,Ruby Gentry,82
1666,Aaah! Zombies!!,87
1667,Watch Me,90
1668,Exposure,
1669,First Love,92
1670,The Docks of New York,
1671,Hell Up in Harlem,94
1672,Brain of Blood,87
1673,The Sky's the Limit,89
1674,The Blue Iguana,90
1675,Lonely Street,89
1676,Public Access,90
1677,The Last Rites of Joe May,107
1678,Black Wake,91
1679,The Burial of Kojo,80
1680,The Skateboard Kid,83
1681,You're Never Too Young,102
1682,Blood Done Sign My Name,
1683,That Championship Season,110
1684,Scenes from a Mall,89
1685,"Puff, Puff, Pass",95
1686,The Griddle House,86
1687,Animalympics,78
1688,Blackout,95
1689,Dead Body,85
1690,Cover,98
1691,Tom's Midnight Garden,107
1692,That Forsyte Woman,
1693,Bank Shot,83
1694,The Nickel Ride,99
1695,Girl Fever,98
1696,The Naked and the Dead,131
1697,Liar's Moon,
1698,Saints and Soldiers: The Void,
1699,Rudolph the Red-Nosed Reindeer,
1700,Law of the Lawless,87
1701,The Book of Esther,90
1702,The Mad Magician,72
1703,The Sergeant,108
1704,The Gene Krupa Story,101
1705,Daisy Kenyon,99
1706,Papa Hemingway in Cuba,110
1707,We Go Way Back,80
1708,Murder on the Cape,95
1709,Made for Each Other,
1710,Necropolis,77
1711,Unknown World,74
1712,30 Beats,88
1713,It's a Wonderful World,86
1714,What Lies Ahead,88
1715,#Captured,81
1716,S*P*Y*S,87
1717,End of the Line,103
1718,Devoured,89
1719,The Stone Boy,91
1720,Slaughter of the Innocents,
1721,Blame It on the Bellboy,78
1722,The Immoral Mr. Teas,63
1723,The Gray Man,97
1724,Beauty Mark,87
1725,The Lost Skeleton of Cadavra,90
1726,Asomatous,90
1727,Porndogs: The Adventures of Sadie,
1728,Welcome to the Men's Group,130
1729,Outlaw,90
1730,Friends and Romans,97
1731,King Dinosaur,63
1732,The Big Take,83
1733,The Girl from Petrovka,103
1734,Animator,98
1735,The Frogmen,96
1736,The Light in the Forest,83
1737,The Smell of Success,
1738,Endgame,90
1739,Kings Go Forth,109
1740,Phantom from Space,73
1741,Kid Blue,100
1742,Dark Summer,81
1743,Just Imagine,109
1744,The Field,92
1745,"Lovely, Still",90
1746,Pursuit of Happiness,93
1747,Going Greek,
1748,No Place to Hide,80
1749,Glitterati,90
1750,Snuff-Movie,92
1751,The Carey Treatment,101
1752,Tortilla Flat,105
1753,Let's Make It Legal,77
1754,Suddenly,90
1755,Pontiac Moon,108
1756,Hangman's Knot,81
1757,Bright Eyes,85
1758,A Cadaver Christmas,85
1759,Everybody Wins,97
1760,Snoopy Come Home,81
1761,Stuart Saves His Family,
1762,The Morning After,79
1763,Rogue Warrior: Robot Fighter,101
1764,Axis,85
1765,Someday This Pain Will Be Useful to You,95
1766,No Down Payment,
1767,Lemon Sky,106
1768,Breaking at the Edge,86
1769,Lilith,82
1770,Mrs. Palfrey at the Claremont,108
1771,The Russian Specialist,94
1772,Midnight Ride,93
1773,Shooters,95
1774,The Playroom,83
1775,Naked Angels,89
1776,Rappin',92
1777,Low Low,92
1778,Extraordinary,86
1779,Tony & Tina's Wedding,110
1780,I Am That Man,87
1781,Crossed the Line,92
1782,The Devil and Max Devlin,96
1783,The Miracle of the Bells,120
1784,Holiday Affair,87
1785,The Bad Man,106
1786,Anonymous 616,80
1787,Quigley,
1788,Nine Miles Down,86
1789,The Black Gestapo,90
1790,White Wall,
1791,Return,
1792,Gunslinger,78
1793,The Gunrunner,92
1794,Island of Doomed Men,68
1795,Summer School,
1796,Paranormal Island,82
1797,Jay and Silent Bob's Super Groovy Cartoon Movie,64
1798,"Good Morning, Miss Dove",107
1799,Fighting Back,98
1800,Pretty Outrageous,75
1801,Waffle Street,86
1802,Mickey One,93
1803,Buck Privates,84
1804,The Mummy's Tomb,61
1805,For the Love of Ruth,80
1806,Hurricane Smith,90
1807,Mutiny in Outer Space,82
1808,Good Day for a Hanging,85
1809,The Cat and the Canary,80
1810,Angel on My Shoulder,100
1811,Our Betters,83
1812,The Missing Link,96
1813,Never Love a Stranger,91
1814,Murder in Miami,87
1815,Mentally Apart,
1816,The Pilgrim,39
1817,Hollywood or Bust,95
1818,Invasion of the Animal People,72
1819,El Condor,102
1820,Fatal Past,
1821,Mandie and the Secret Tunnel,100
1822,The Return of a Man Called Horse,129
1823,The Swiss Family Robinson,100
1824,MVP: Most Vertical Primate,87
1825,Hope Springs Eternal,78
1826,The Back-up Bride,
1827,Land of Smiles,90
1828,Funny Valentines,108
1829,Bringing Up Bobby,
1830,Somebody Killed Her Husband,97
1831,Funland,
1832,Hacker's Game,90
1833,Dead Awake,93
1834,Lingua Franca,89
1835,Ramrod,94
1836,Kiss the Girls and Make Them Die,106
1837,Desire Under the Elms,111
1838,"Ascent, The",98
1839,Evil Bong 2: King Bong,80
1840,A Separate Peace,
1841,Strategic Command,90
1842,Nun,80
1843,Stepping Out,106
1844,Red Venom Kills,
1845,Hell Riders,90
1846,All the Rage,105
1847,The Sullivans,112
1848,Humboldt County,
1849,Bad Company,90
1850,Run for the Sun,99
1851,The Loneliest Planet,113
1852,"The Boy, the Dog and the Clown",90
1853,Invisible Stripes,81
1854,The Boat Builder,88
1855,Armored Car Robbery,67
1856,"Hey There, It's Yogi Bear",89
1857,Minty: The Assassin,80
1858,The Gambler from Natchez,88
1859,90210 Shark Attack,75
1860,Dangerous Matrimony,82
1861,The House of the Dead,79
1862,#Lucky Number,80
1863,The Black Cat,70
1864,100 Acres of Hell,85
1865,51,90
1866,Scandalous,92
1867,The Beast of Hollow Mountain,79
1868,The Touch of Satan,90
1869,The Maestro,94
1870,Canadian Pacific,95
1871,Badge 373,
1872,Amazons and Gladiators,
1873,Golden Gate,91
1874,Glam,
1875,Killing Spree,88
1876,The Street with No Name,91
1877,South Beach Academy,91
1878,City for Conquest,104
1879,The Task,94
1880,The Work and the Glory,
1881,Mr. North,93
1882,Dead Kansas,64
1883,Storm Center,85
1884,Dysfunctional Friends,111
1885,Occupant,86
1886,Goldengirl,104
